Age,Gender,Weight(kg),Daily Water Intake (liters),Physical Activity Level,Hydration Level
49,Male,49.76,2.8,High,Hydrated
47,Female,73.57,3.99,High,Hydrated
28,Male,69.88,1.74,Moderate,At Risk of Dehydration
33,Male,52.94,3.09,Moderate,At Risk of Dehydration
57,Female,63.04,2.71,High,At Risk of Dehydration
21,Male,54.54,1.99,Low,At Risk of Dehydration
23,Female,94.37,2.17,Moderate,At Risk of Dehydration
52,Male,72.28,3.83,Moderate,Hydrated
51,Female,74.82,3.47,Low,At Risk of Dehydration
35,Female,60.83,1.75,High,At Risk of Dehydration
40,Male,86.94,3.13,Moderate,At Risk of Dehydration
33,Male,82.96,2.76,Low,Hydrated
50,Female,60.12,1.15,High,At Risk of Dehydration
48,Male,85.21,2.33,High,At Risk of Dehydration
56,Female,75.2,2.76,High,At Risk of Dehydration
56,Female,58.43,1.66,Low,At Risk of Dehydration
25,Female,63.69,1.21,Moderate,At Risk of Dehydration
51,Female,87.71,2.5,Moderate,At Risk of Dehydration
23,Male,58.45,1.73,Low,At Risk of Dehydration
57,Female,90.29,2.86,High,At Risk of Dehydration
39,Male,83.36,1.8,Moderate,At Risk of Dehydration
40,Male,55.18,3.09,Moderate,Hydrated
54,Female,76.08,2.17,High,At Risk of Dehydration
51,Female,59.59,2.57,High,Hydrated
28,Female,84.85,1.38,Moderate,At Risk of Dehydration
43,Female,63.85,3.23,Low,At Risk of Dehydration
41,Female,92.65,3.98,Low,At Risk of Dehydration
23,Male,81.72,1.89,Low,At Risk of Dehydration
32,Female,57.04,2.71,High,At Risk of Dehydration
23,Male,98.09,1.93,Low,At Risk of Dehydration
36,Male,69.97,3.39,High,At Risk of Dehydration
28,Female,76.87,1.58,Moderate,At Risk of Dehydration
41,Male,55.47,2.51,Moderate,At Risk of Dehydration
40,Male,90.67,3.9,Low,Hydrated
45,Female,98.23,2.36,High,At Risk of Dehydration
43,Male,61.8,1.4,Low,At Risk of Dehydration
51,Male,78.85,2.67,Low,Hydrated
42,Female,75.48,3.73,High,Hydrated
45,Female,76.62,3.6,Moderate,Hydrated
37,Male,78.32,1.28,Low,At Risk of Dehydration
22,Female,72.55,1.13,Moderate,At Risk of Dehydration
46,Male,80.59,1.89,Moderate,At Risk of Dehydration
34,Male,50.02,3.43,High,Hydrated
51,Male,80.85,3.38,Moderate,At Risk of Dehydration
58,Female,70.75,1.59,Moderate,At Risk of Dehydration
31,Female,89.69,1.16,Moderate,At Risk of Dehydration
35,Female,78.31,2.21,High,At Risk of Dehydration
40,Female,53.45,1.03,Moderate,At Risk of Dehydration
57,Female,94.1,3.48,Low,Hydrated
21,Male,88.31,3.25,Moderate,Hydrated
56,Female,66.61,3.99,Low,Hydrated
18,Female,83.37,2.01,Low,At Risk of Dehydration
22,Male,71.85,1.31,Low,At Risk of Dehydration
41,Female,61.47,2.61,Moderate,At Risk of Dehydration
51,Female,69.63,2.54,Moderate,At Risk of Dehydration
45,Female,64.62,3.04,High,At Risk of Dehydration
26,Male,82.73,2.47,Moderate,At Risk of Dehydration
25,Male,98.05,3.49,High,At Risk of Dehydration
29,Female,63.63,2.83,Low,At Risk of Dehydration
50,Male,69.44,3.47,High,At Risk of Dehydration
50,Female,55.78,1.14,Moderate,At Risk of Dehydration
52,Male,98.02,3.27,Moderate,Hydrated
54,Female,72.12,2.36,Low,At Risk of Dehydration
53,Female,97.83,1.11,High,At Risk of Dehydration
43,Male,74.73,2.91,Low,At Risk of Dehydration
58,Female,54.38,1.44,Low,At Risk of Dehydration
35,Male,58.78,2.36,High,At Risk of Dehydration
42,Male,65.59,3.19,Moderate,At Risk of Dehydration
37,Female,64.3,2.91,Moderate,Hydrated
28,Male,78.3,2.8,High,At Risk of Dehydration
23,Female,49.77,2.26,High,Hydrated
20,Male,51.8,1.48,High,At Risk of Dehydration
43,Female,56.98,1.7,Low,At Risk of Dehydration
30,Male,59.45,2.0,High,At Risk of Dehydration
32,Female,45.55,1.18,Low,At Risk of Dehydration
21,Male,61.28,1.28,Low,At Risk of Dehydration
30,Female,97.35,2.05,High,At Risk of Dehydration
39,Female,62.92,3.11,Low,Hydrated
44,Female,83.13,3.69,Moderate,At Risk of Dehydration
21,Female,95.06,1.96,Moderate,At Risk of Dehydration
23,Female,70.27,3.74,High,Hydrated
25,Female,69.15,3.62,High,At Risk of Dehydration
53,Female,48.65,2.2,Moderate,At Risk of Dehydration
34,Female,66.84,1.86,Moderate,At Risk of Dehydration
59,Male,52.83,1.48,Low,At Risk of Dehydration
58,Male,93.34,3.22,High,At Risk of Dehydration
52,Male,78.44,3.84,Moderate,Hydrated
21,Female,84.68,2.27,High,At Risk of Dehydration
25,Male,79.58,2.04,Moderate,At Risk of Dehydration
21,Female,50.0,2.16,Moderate,At Risk of Dehydration
21,Male,63.46,1.16,Moderate,At Risk of Dehydration
55,Female,49.5,2.29,Moderate,At Risk of Dehydration
20,Male,52.52,3.32,Low,At Risk of Dehydration
55,Male,88.03,3.25,High,At Risk of Dehydration
28,Female,53.15,1.16,High,At Risk of Dehydration
47,Female,83.71,1.01,Moderate,At Risk of Dehydration
29,Male,64.43,2.69,Moderate,Hydrated
45,Female,80.68,3.88,High,Hydrated
42,Male,48.78,3.32,Moderate,Hydrated
56,Male,81.37,1.71,Low,At Risk of Dehydration
22,Female,55.55,3.48,Low,Hydrated
20,Female,56.74,1.68,Low,At Risk of Dehydration
48,Male,45.21,1.28,High,At Risk of Dehydration
22,Female,57.21,1.42,Low,At Risk of Dehydration
30,Male,80.1,1.14,Low,At Risk of Dehydration
49,Female,69.41,2.19,Moderate,Hydrated
31,Male,82.85,3.99,Low,Hydrated
52,Female,53.8,3.25,High,At Risk of Dehydration
20,Female,85.16,1.12,Moderate,At Risk of Dehydration
59,Female,68.89,3.76,Moderate,Hydrated
35,Female,82.07,2.08,Moderate,At Risk of Dehydration
37,Male,54.99,3.3,Low,Hydrated
25,Female,60.54,1.19,Moderate,At Risk of Dehydration
50,Female,55.84,3.98,Moderate,Hydrated
56,Male,96.04,2.85,Low,Hydrated
49,Female,99.48,1.54,High,At Risk of Dehydration
19,Male,56.59,1.79,High,At Risk of Dehydration
59,Female,65.74,3.5,Moderate,At Risk of Dehydration
38,Female,68.39,1.34,Moderate,At Risk of Dehydration
33,Male,86.09,1.8,Low,At Risk of Dehydration
39,Male,80.16,1.2,High,At Risk of Dehydration
18,Female,96.27,1.62,Moderate,At Risk of Dehydration
28,Female,57.24,3.63,Moderate,At Risk of Dehydration
30,Male,81.42,1.77,Moderate,At Risk of Dehydration
29,Female,60.84,3.37,High,Hydrated
27,Female,56.85,3.0,High,Hydrated
58,Female,59.14,3.68,Low,Hydrated
52,Male,58.58,2.4,Low,Hydrated
42,Male,99.54,1.14,Low,At Risk of Dehydration
48,Male,74.18,2.5,Low,At Risk of Dehydration
57,Male,74.02,2.98,Moderate,At Risk of Dehydration
26,Female,74.13,3.21,High,At Risk of Dehydration
49,Female,75.35,2.99,High,At Risk of Dehydration
26,Female,78.4,2.32,High,At Risk of Dehydration
56,Female,60.65,1.19,Low,At Risk of Dehydration
52,Male,88.59,2.36,Low,At Risk of Dehydration
53,Male,65.72,1.28,High,At Risk of Dehydration
19,Male,92.45,3.34,Moderate,Hydrated
57,Female,71.08,2.97,Moderate,Hydrated
59,Male,72.63,1.51,High,At Risk of Dehydration
34,Male,71.79,1.12,Low,At Risk of Dehydration
43,Female,89.53,2.12,Moderate,At Risk of Dehydration
59,Female,61.32,1.13,Low,At Risk of Dehydration
29,Male,86.46,2.26,Low,Hydrated
24,Female,77.37,2.44,High,At Risk of Dehydration
25,Female,81.33,2.56,High,At Risk of Dehydration
55,Male,84.02,2.85,Moderate,Hydrated
53,Male,66.05,3.74,Moderate,Hydrated
45,Female,97.65,1.95,Low,At Risk of Dehydration
31,Male,94.86,2.48,High,At Risk of Dehydration
49,Female,45.56,3.23,High,Hydrated
42,Male,72.05,1.96,Low,At Risk of Dehydration
51,Female,80.99,1.1,High,At Risk of Dehydration
22,Male,70.88,3.48,Low,Hydrated
38,Female,55.53,1.88,Moderate,Hydrated
39,Male,87.26,1.18,High,At Risk of Dehydration
50,Female,52.33,2.08,High,At Risk of Dehydration
35,Male,86.55,2.84,Moderate,At Risk of Dehydration
55,Male,90.99,2.71,Low,Hydrated
48,Female,59.31,3.95,High,Hydrated
41,Male,74.86,3.5,Moderate,Hydrated
35,Male,65.54,2.31,Moderate,At Risk of Dehydration
29,Female,85.68,1.02,Moderate,At Risk of Dehydration
46,Male,77.95,3.5,High,Hydrated
22,Female,97.72,2.34,High,At Risk of Dehydration
43,Female,73.57,2.3,Low,At Risk of Dehydration
51,Female,82.46,2.38,High,Hydrated
35,Female,97.31,3.84,High,Hydrated
18,Male,72.15,2.41,Moderate,At Risk of Dehydration
41,Male,72.11,3.26,High,At Risk of Dehydration
47,Male,57.43,2.43,Low,At Risk of Dehydration
33,Male,76.44,3.05,Low,Hydrated
59,Female,66.2,2.83,High,Hydrated
24,Male,63.48,3.54,Moderate,At Risk of Dehydration
54,Female,63.9,1.47,High,At Risk of Dehydration
27,Male,92.89,1.92,Low,Hydrated
23,Female,92.95,3.37,Low,Hydrated
37,Female,85.46,1.33,Moderate,At Risk of Dehydration
44,Female,57.81,1.12,Low,At Risk of Dehydration
46,Male,45.99,2.11,Low,Hydrated
36,Female,63.85,2.56,Low,Hydrated
24,Female,53.06,2.66,Low,Hydrated
44,Male,82.2,3.85,High,Hydrated
41,Male,54.01,2.07,Low,At Risk of Dehydration
49,Male,53.23,3.71,Low,Hydrated
22,Female,69.54,3.27,Low,At Risk of Dehydration
36,Female,46.58,1.73,Low,At Risk of Dehydration
52,Female,78.28,2.72,Low,Hydrated
59,Female,90.46,1.64,Low,Hydrated
32,Male,93.88,1.43,Moderate,At Risk of Dehydration
30,Male,75.49,3.16,Moderate,Hydrated
46,Female,65.16,1.45,High,At Risk of Dehydration
31,Female,59.98,2.11,Moderate,At Risk of Dehydration
47,Female,60.57,3.92,Moderate,At Risk of Dehydration
29,Female,90.73,3.85,High,Hydrated
51,Female,97.65,3.71,Moderate,Hydrated
31,Female,81.35,3.23,High,Hydrated
51,Male,90.44,1.26,High,At Risk of Dehydration
30,Female,51.9,3.67,Moderate,Hydrated
43,Male,63.49,1.82,Low,At Risk of Dehydration
49,Male,59.15,1.14,Moderate,At Risk of Dehydration
27,Female,56.45,2.44,High,At Risk of Dehydration
24,Female,81.18,1.35,High,At Risk of Dehydration
51,Male,81.53,1.68,Moderate,At Risk of Dehydration
39,Male,88.87,1.21,High,At Risk of Dehydration
46,Female,62.69,2.41,Moderate,At Risk of Dehydration
21,Male,87.89,1.13,Moderate,At Risk of Dehydration
22,Male,64.17,3.89,High,Hydrated
26,Female,62.92,3.53,Moderate,At Risk of Dehydration
53,Male,55.22,2.63,High,At Risk of Dehydration
29,Male,94.56,1.57,Moderate,Hydrated
45,Male,98.39,3.6,Moderate,Hydrated
51,Male,80.63,3.22,Moderate,Hydrated
37,Male,73.18,1.96,Moderate,At Risk of Dehydration
28,Male,64.34,2.09,Low,At Risk of Dehydration
38,Male,96.08,2.54,Low,Hydrated
32,Male,92.01,1.1,Moderate,At Risk of Dehydration
44,Female,94.02,3.3,Moderate,Hydrated
40,Female,67.41,3.63,High,At Risk of Dehydration
41,Male,80.53,3.58,Moderate,Hydrated
54,Male,91.73,2.78,Moderate,At Risk of Dehydration
43,Male,67.51,1.4,Moderate,At Risk of Dehydration
21,Female,66.61,1.03,High,At Risk of Dehydration
36,Male,57.38,3.94,High,Hydrated
31,Male,55.59,1.72,Moderate,At Risk of Dehydration
53,Male,66.15,2.14,Moderate,At Risk of Dehydration
59,Female,47.89,1.89,Moderate,At Risk of Dehydration
45,Male,59.29,1.14,Moderate,At Risk of Dehydration
22,Female,83.6,1.86,Moderate,At Risk of Dehydration
47,Female,58.88,3.77,Moderate,Hydrated
44,Male,55.49,2.22,High,Hydrated
39,Female,80.37,3.11,Moderate,At Risk of Dehydration
35,Male,82.07,2.85,Moderate,At Risk of Dehydration
52,Male,97.75,1.79,Low,At Risk of Dehydration
50,Female,71.91,1.81,High,At Risk of Dehydration
36,Male,67.47,2.39,High,At Risk of Dehydration
39,Male,69.57,1.37,Moderate,At Risk of Dehydration
23,Male,54.51,3.87,Moderate,At Risk of Dehydration
23,Male,79.64,1.98,Low,At Risk of Dehydration
18,Female,74.94,3.83,Moderate,Hydrated
27,Female,55.13,2.78,Low,Hydrated
34,Male,71.58,1.74,High,At Risk of Dehydration
48,Male,69.72,2.88,Moderate,At Risk of Dehydration
20,Male,79.34,1.49,High,At Risk of Dehydration
59,Female,83.55,3.63,Moderate,At Risk of Dehydration
54,Female,87.12,1.67,Low,At Risk of Dehydration
32,Male,79.46,2.96,Low,Hydrated
33,Female,46.57,2.22,High,At Risk of Dehydration
56,Female,70.31,1.09,High,At Risk of Dehydration
22,Male,89.11,3.12,High,Hydrated
50,Male,59.31,2.6,Low,Hydrated
19,Male,57.25,2.18,Low,Hydrated
25,Female,52.62,2.98,Low,At Risk of Dehydration
57,Female,58.47,2.07,Low,At Risk of Dehydration
30,Female,80.65,2.55,Moderate,At Risk of Dehydration
55,Male,57.76,2.93,Moderate,At Risk of Dehydration
55,Female,72.54,2.91,Moderate,At Risk of Dehydration
53,Female,61.85,2.89,Low,Hydrated
54,Male,57.66,3.58,Moderate,Hydrated
46,Female,59.03,1.86,High,Hydrated
29,Male,94.88,3.28,Low,At Risk of Dehydration
54,Female,58.18,1.26,High,At Risk of Dehydration
57,Female,90.94,3.43,High,At Risk of Dehydration
35,Male,62.46,1.28,High,At Risk of Dehydration
57,Female,94.54,2.19,Low,At Risk of Dehydration
27,Male,90.41,1.86,Low,At Risk of Dehydration
49,Female,56.2,3.94,Moderate,Hydrated
25,Female,65.5,2.0,Moderate,At Risk of Dehydration
33,Female,87.34,3.28,Low,Hydrated
48,Male,79.46,3.84,Moderate,Hydrated
54,Male,73.41,2.35,Moderate,At Risk of Dehydration
36,Female,99.92,3.54,High,At Risk of Dehydration
51,Male,66.3,2.68,Moderate,At Risk of Dehydration
37,Male,88.23,2.87,High,At Risk of Dehydration
58,Female,71.36,1.74,Low,At Risk of Dehydration
28,Male,89.71,3.6,Low,At Risk of Dehydration
57,Female,83.77,3.47,Moderate,Hydrated
24,Male,64.03,2.43,Moderate,At Risk of Dehydration
41,Male,49.29,2.51,High,At Risk of Dehydration
58,Male,80.08,3.11,Low,At Risk of Dehydration
20,Male,54.6,3.61,High,Hydrated
21,Male,69.62,2.2,Low,At Risk of Dehydration
40,Male,95.61,1.65,Low,At Risk of Dehydration
43,Female,59.56,2.84,High,At Risk of Dehydration
43,Male,94.92,2.96,Low,At Risk of Dehydration
27,Female,87.02,2.54,Low,At Risk of Dehydration
26,Female,97.81,2.39,Low,Hydrated
30,Female,66.57,3.55,Low,Hydrated
43,Female,87.1,1.07,Low,At Risk of Dehydration
19,Female,82.46,3.16,High,Hydrated
55,Male,72.74,1.59,High,At Risk of Dehydration
47,Female,89.36,3.75,Moderate,At Risk of Dehydration
20,Male,52.8,2.3,Low,At Risk of Dehydration
39,Female,65.27,2.41,Moderate,At Risk of Dehydration
46,Female,74.53,2.43,Moderate,At Risk of Dehydration
25,Female,63.61,1.01,Moderate,At Risk of Dehydration
38,Female,49.72,2.03,High,At Risk of Dehydration
19,Female,53.96,1.71,Moderate,At Risk of Dehydration
22,Female,74.19,2.53,Moderate,At Risk of Dehydration
25,Female,69.71,3.34,High,Hydrated
49,Male,82.92,2.5,Moderate,Hydrated
19,Male,55.55,3.99,Moderate,Hydrated
39,Male,62.13,1.46,Low,At Risk of Dehydration
59,Female,68.91,2.1,High,At Risk of Dehydration
51,Male,95.94,3.34,Moderate,Hydrated
50,Female,71.93,2.44,High,At Risk of Dehydration
54,Male,88.59,3.55,Moderate,At Risk of Dehydration
39,Female,61.6,3.54,Low,Hydrated
37,Male,50.1,3.09,Moderate,At Risk of Dehydration
37,Male,48.72,2.45,Moderate,At Risk of Dehydration
33,Male,90.98,3.56,High,Hydrated
38,Female,89.27,1.94,Low,At Risk of Dehydration
54,Male,85.29,3.54,High,Hydrated
54,Male,50.08,1.15,Moderate,At Risk of Dehydration
42,Female,80.18,1.07,High,At Risk of Dehydration
28,Female,47.24,1.36,Low,At Risk of Dehydration
24,Male,96.9,2.06,Moderate,At Risk of Dehydration
36,Female,96.08,2.45,High,Hydrated
29,Male,98.17,3.74,High,At Risk of Dehydration
57,Male,97.02,1.66,Low,At Risk of Dehydration
49,Male,52.82,1.07,High,At Risk of Dehydration
26,Male,51.04,2.3,Moderate,At Risk of Dehydration
50,Female,62.59,1.0,Low,At Risk of Dehydration
41,Male,70.1,1.97,Low,At Risk of Dehydration
34,Female,66.1,1.05,Low,At Risk of Dehydration
39,Female,48.71,3.35,Low,At Risk of Dehydration
48,Male,51.44,3.51,Moderate,Hydrated
52,Female,59.59,2.36,Moderate,At Risk of Dehydration
50,Male,77.2,3.43,High,Hydrated
36,Male,87.95,1.38,Low,At Risk of Dehydration
54,Female,49.57,2.07,Moderate,At Risk of Dehydration
24,Female,97.38,2.61,High,Hydrated
43,Male,62.02,3.26,High,At Risk of Dehydration
58,Female,67.75,1.03,Low,At Risk of Dehydration
38,Female,95.39,1.12,Low,At Risk of Dehydration
45,Male,52.03,1.48,Low,At Risk of Dehydration
46,Male,80.75,3.67,High,Hydrated
28,Male,66.56,3.11,High,Hydrated
39,Male,49.55,1.14,Low,At Risk of Dehydration
21,Male,92.59,3.38,Low,Hydrated
37,Male,71.77,2.99,High,At Risk of Dehydration
18,Female,56.65,1.27,High,At Risk of Dehydration
24,Female,71.59,2.65,High,At Risk of Dehydration
47,Male,66.44,1.19,Moderate,At Risk of Dehydration
24,Female,95.7,1.37,Moderate,At Risk of Dehydration
30,Male,46.74,3.14,Low,At Risk of Dehydration
35,Male,49.75,3.92,Moderate,Hydrated
53,Female,95.68,3.93,Moderate,Hydrated
47,Male,72.9,3.25,Low,At Risk of Dehydration
31,Female,90.74,3.84,Moderate,At Risk of Dehydration
50,Female,55.31,1.32,Moderate,At Risk of Dehydration
56,Male,76.06,1.62,High,At Risk of Dehydration
31,Female,71.74,2.99,Low,Hydrated
48,Male,91.02,2.45,High,At Risk of Dehydration
46,Female,97.0,1.02,High,At Risk of Dehydration
44,Female,52.7,1.62,Low,At Risk of Dehydration
51,Female,76.0,3.17,Low,At Risk of Dehydration
26,Female,71.72,3.09,Low,Hydrated
57,Male,73.77,3.12,High,At Risk of Dehydration
56,Male,85.88,3.33,High,Hydrated
42,Male,46.67,3.2,Low,At Risk of Dehydration
59,Male,97.07,2.55,High,At Risk of Dehydration
51,Female,62.3,1.02,High,At Risk of Dehydration
18,Male,45.21,3.39,High,At Risk of Dehydration
52,Female,63.38,3.92,High,Hydrated
52,Male,97.91,3.23,Moderate,Hydrated
25,Male,60.86,1.1,Moderate,Hydrated
23,Female,57.04,1.38,Moderate,At Risk of Dehydration
36,Male,69.37,2.22,Moderate,At Risk of Dehydration
40,Female,54.29,2.66,Moderate,Hydrated
21,Female,54.64,1.1,High,At Risk of Dehydration
20,Male,65.37,2.13,Low,At Risk of Dehydration
48,Male,50.38,1.47,Low,At Risk of Dehydration
33,Female,82.34,3.29,High,At Risk of Dehydration
20,Male,93.01,3.4,Moderate,At Risk of Dehydration
21,Female,79.17,3.58,Moderate,Hydrated
29,Female,61.77,2.24,Moderate,At Risk of Dehydration
59,Male,93.92,3.45,Low,At Risk of Dehydration
35,Female,79.48,2.14,Moderate,At Risk of Dehydration
32,Female,66.2,1.01,Moderate,At Risk of Dehydration
54,Female,50.55,3.05,Low,Hydrated
59,Female,98.29,1.07,Moderate,At Risk of Dehydration
26,Male,88.93,2.84,High,At Risk of Dehydration
57,Female,87.24,1.18,High,At Risk of Dehydration
39,Male,58.08,2.28,Low,At Risk of Dehydration
56,Male,51.16,2.01,Moderate,At Risk of Dehydration
26,Male,71.47,1.99,Low,At Risk of Dehydration
39,Female,92.51,1.56,Low,At Risk of Dehydration
55,Male,61.22,3.87,Low,Hydrated
21,Female,48.8,2.48,Moderate,Hydrated
34,Female,79.84,3.39,High,Hydrated
34,Male,61.01,1.0,Low,At Risk of Dehydration
30,Male,82.21,2.27,Moderate,At Risk of Dehydration
33,Male,83.75,2.41,Low,At Risk of Dehydration
49,Male,95.82,1.86,High,At Risk of Dehydration
58,Male,48.82,3.79,Low,Hydrated
29,Male,54.46,2.7,High,At Risk of Dehydration
34,Female,96.99,3.3,Low,At Risk of Dehydration
42,Male,72.44,3.33,Low,At Risk of Dehydration
54,Female,63.79,3.84,Low,Hydrated
49,Male,57.67,1.74,High,Hydrated
19,Male,87.16,2.24,Moderate,At Risk of Dehydration
41,Female,75.29,2.46,Moderate,At Risk of Dehydration
51,Male,81.94,2.31,Moderate,At Risk of Dehydration
47,Male,71.07,2.58,Low,At Risk of Dehydration
27,Male,45.38,2.52,Moderate,At Risk of Dehydration
58,Female,84.58,3.3,Low,At Risk of Dehydration
36,Male,47.57,3.74,Moderate,Hydrated
32,Female,85.68,3.16,Low,At Risk of Dehydration
23,Female,52.15,2.57,Low,Hydrated
26,Female,87.95,3.58,Low,Hydrated
47,Female,84.71,3.85,Moderate,Hydrated
22,Male,89.26,1.38,High,At Risk of Dehydration
42,Male,45.74,1.55,Moderate,At Risk of Dehydration
31,Male,45.39,1.59,Moderate,At Risk of Dehydration
35,Male,82.8,3.17,High,At Risk of Dehydration
20,Female,51.97,3.32,High,Hydrated
54,Male,96.39,1.57,High,At Risk of Dehydration
20,Female,65.18,3.36,High,At Risk of Dehydration
38,Female,90.42,3.22,High,Hydrated
44,Female,98.98,1.27,Low,At Risk of Dehydration
40,Male,63.41,1.52,High,At Risk of Dehydration
48,Male,69.72,1.33,Low,At Risk of Dehydration
31,Male,75.03,3.43,Moderate,Hydrated
38,Female,69.49,1.13,Moderate,At Risk of Dehydration
57,Female,82.16,2.8,Moderate,At Risk of Dehydration
55,Female,76.3,3.67,Low,At Risk of Dehydration
40,Male,71.48,1.34,Moderate,At Risk of Dehydration
54,Female,71.2,1.11,Low,At Risk of Dehydration
56,Male,74.99,3.3,Low,Hydrated
32,Male,83.53,1.16,Low,At Risk of Dehydration
18,Male,97.69,1.04,High,At Risk of Dehydration
55,Female,97.52,1.37,Moderate,At Risk of Dehydration
49,Female,53.3,1.24,Moderate,At Risk of Dehydration
38,Female,46.63,2.09,High,At Risk of Dehydration
27,Male,93.82,3.89,Low,At Risk of Dehydration
56,Male,78.84,2.8,Moderate,Hydrated
30,Female,51.93,2.17,Low,At Risk of Dehydration
59,Female,63.36,2.42,Moderate,At Risk of Dehydration
34,Female,91.22,1.85,Low,At Risk of Dehydration
32,Female,88.04,2.98,Moderate,Hydrated
18,Male,77.91,3.89,Low,Hydrated
47,Female,67.4,2.47,Low,At Risk of Dehydration
58,Female,46.26,3.81,Moderate,Hydrated
52,Female,62.58,2.29,High,At Risk of Dehydration
39,Female,72.16,3.26,Low,Hydrated
44,Female,49.79,1.97,Low,At Risk of Dehydration
32,Female,59.76,3.18,Moderate,Hydrated
41,Male,98.07,1.2,High,At Risk of Dehydration
52,Female,59.7,1.84,Low,At Risk of Dehydration
39,Female,75.91,1.79,High,At Risk of Dehydration
40,Male,46.87,3.44,High,At Risk of Dehydration
32,Female,48.69,1.79,High,At Risk of Dehydration
40,Male,69.16,1.17,High,At Risk of Dehydration
33,Male,73.41,1.04,High,At Risk of Dehydration
34,Male,81.49,3.3,High,At Risk of Dehydration
30,Male,95.3,2.52,Low,Hydrated
45,Female,88.23,3.99,Moderate,Hydrated
53,Female,57.17,3.47,Moderate,At Risk of Dehydration
58,Male,61.32,3.9,High,Hydrated
41,Male,88.29,1.14,High,At Risk of Dehydration
34,Male,95.56,3.33,High,Hydrated
48,Male,70.15,1.65,Low,At Risk of Dehydration
36,Male,97.07,3.32,High,At Risk of Dehydration
35,Female,50.51,2.77,Moderate,Hydrated
29,Female,54.09,1.83,Moderate,Hydrated
52,Female,89.02,1.67,High,At Risk of Dehydration
36,Male,87.57,3.1,Low,At Risk of Dehydration
51,Female,68.17,2.98,Low,Hydrated
42,Male,76.07,3.18,Low,At Risk of Dehydration
19,Male,67.43,1.46,Low,At Risk of Dehydration
32,Male,58.41,2.07,High,At Risk of Dehydration
41,Female,75.08,2.46,Low,At Risk of Dehydration
50,Female,71.7,1.7,Low,Hydrated
33,Female,88.04,3.01,High,At Risk of Dehydration
32,Male,69.41,1.31,Moderate,At Risk of Dehydration
42,Female,79.65,1.82,Moderate,At Risk of Dehydration
27,Female,54.72,1.71,Low,At Risk of Dehydration
40,Male,46.45,3.03,Moderate,At Risk of Dehydration
19,Male,50.08,3.32,Moderate,Hydrated
51,Female,63.27,2.67,Low,At Risk of Dehydration
31,Male,93.66,2.86,Low,At Risk of Dehydration
59,Female,48.17,2.1,Low,At Risk of Dehydration
58,Male,87.06,2.38,Moderate,At Risk of Dehydration
51,Female,54.58,1.85,Low,At Risk of Dehydration
26,Female,71.13,3.31,Moderate,At Risk of Dehydration
43,Female,65.63,2.06,Low,At Risk of Dehydration
19,Female,65.1,3.97,Low,Hydrated
51,Male,82.55,3.39,Low,At Risk of Dehydration
20,Male,50.71,2.97,High,At Risk of Dehydration
49,Male,56.03,1.31,Low,At Risk of Dehydration
20,Female,89.57,2.0,Low,At Risk of Dehydration
37,Female,96.72,2.69,Moderate,At Risk of Dehydration
51,Male,66.15,1.11,Low,At Risk of Dehydration
57,Male,97.43,2.19,High,At Risk of Dehydration
52,Female,99.9,3.33,High,At Risk of Dehydration
40,Female,91.51,3.43,High,At Risk of Dehydration
32,Male,52.82,2.51,High,At Risk of Dehydration
21,Female,93.68,1.54,Low,At Risk of Dehydration
30,Male,65.04,2.4,Moderate,At Risk of Dehydration
20,Male,82.58,2.42,Moderate,At Risk of Dehydration
43,Male,97.42,1.82,Moderate,At Risk of Dehydration
46,Male,81.76,1.86,Moderate,At Risk of Dehydration
18,Male,66.03,2.26,High,Hydrated
57,Female,62.5,1.91,High,At Risk of Dehydration
42,Female,86.04,2.98,High,Hydrated
54,Male,89.69,1.97,Low,At Risk of Dehydration
47,Male,67.54,2.32,Moderate,At Risk of Dehydration
19,Female,84.3,2.66,Moderate,At Risk of Dehydration
48,Male,60.93,2.44,Moderate,At Risk of Dehydration
22,Female,51.66,2.38,Moderate,At Risk of Dehydration
33,Male,54.93,1.17,Low,At Risk of Dehydration
23,Male,81.44,2.75,Low,At Risk of Dehydration
23,Female,45.97,1.28,Moderate,At Risk of Dehydration
59,Male,78.06,3.06,High,At Risk of Dehydration
29,Female,84.74,3.45,Low,Hydrated
22,Male,82.23,3.87,Moderate,At Risk of Dehydration
52,Female,66.46,1.28,Moderate,At Risk of Dehydration
35,Male,54.31,3.07,Moderate,Hydrated
56,Female,59.95,1.1,Moderate,At Risk of Dehydration
19,Male,55.89,1.58,Low,At Risk of Dehydration
26,Male,93.82,3.89,High,Hydrated
27,Female,56.15,3.64,High,At Risk of Dehydration
21,Male,98.07,1.07,Low,At Risk of Dehydration
18,Male,94.33,1.45,Moderate,At Risk of Dehydration
43,Female,66.26,3.41,Moderate,Hydrated
45,Male,50.83,2.55,High,At Risk of Dehydration
41,Female,47.74,1.98,Moderate,At Risk of Dehydration
47,Male,99.22,3.38,Moderate,Hydrated
45,Female,83.96,1.71,High,At Risk of Dehydration
33,Female,97.57,2.29,High,At Risk of Dehydration
22,Female,64.8,1.73,High,At Risk of Dehydration
22,Male,48.86,1.96,Moderate,Hydrated
38,Female,63.69,3.39,High,At Risk of Dehydration
54,Female,88.93,2.13,Low,Hydrated
37,Female,53.58,2.39,Low,At Risk of Dehydration
31,Female,97.02,1.7,Moderate,At Risk of Dehydration
